text,label,source_id
"아이를 동반한 노숙자가 아이를 위한 임시 보호 시설을 찾고 있으며, 다른 도시의 임시 보호 프로그램에 대한 정보를 얻고 싶어합니다. 7월 중으로 이동할 계획입니다.",minimum,dsl_00000014
"최근 몇 달 동안 불안 증세가 심해져 수면, 관계, 건강 등 여러 면에서 어려움을 겪고 있으며, 경제적인 어려움으로 전문가의 도움을 받지 못하고 있습니다.",minimum,dsl_00000015
"어떤 문제로 인해 상대방과 갈등이 발생했고, 상대방은 계속해서 무시하는 태도를 보이고 있습니다. 이로 인해 관계에 어려움이 있으며, 당사자와 가족 모두 해결 방법을 찾지 못하고 있습니다.",severe,dsl_00000016
"특정 증상이 몇 시간 동안 지속되어 응급실을 방문했습니다. 의사는 환자의 불안을 언급하며 추가 검사를 제안했지만, 효과는 불확실하다고 했습니다.",minimum,dsl_00000017
"어떤 부위에 통증이 있었고, 누워 있을 때 기침이 났으며, 목에 답답한 느낌이 듭니다. 인터넷 검색 후 질병에 대한 걱정이 커져 병원에 가기 두려워하고 있지만, 병원에서 해당 문제에 대해 진지하게 다룬다면 병원에 갈 의향이 있습니다.",minimum,dsl_00000018
지역 어린이들이 운동 능력을 향상시키고 롤모델을 통해 성장할 수 있도록 돕는 활동에 대한 기부를 요청하는 내용입니다. 작은 기부라도 미래 세대에게 큰 도움이 될 것이라고 강조하고 있습니다.,minimum,dsl_00000019
"두 사람은 함께 사는 계획을 세우고 미래에 대해 이야기했지만, 실제 친밀한 관계는 거의 이루어지지 않았습니다. 한쪽은 이러한 상황에 대해 불만을 표현했지만, 상대방은 이를 오해하고 관계를 더욱 단절시키는 결과를 초래했습니다.",minimum,dsl_00000020
"어떤 사람이 계속해서 다른 사람을 힘들게 하고 괴롭히지만, 그 사람은 계속해서 그 사람과 연락을 하고, 그 후에는 더 힘들어지는 상황입니다. 소셜 미디어 차단 시도에도 불구하고 괴롭힘은 계속됩니다.",severe,dsl_00000021
"이별 후 힘든 시간을 보내며 정신과 치료를 받은 후, 다른 사람들과 관계를 맺었습니다. 그중 일부는 전 남자친구의 친구들이었습니다. 최근 전 남자친구와 다시 연락을 하게 되었습니다.",minimum,dsl_00000022
"업무 중 해외에서 여러 차례 위험한 상황에 직면했으며, 생명의 위협을 느끼고 스스로를 방어해야 했던 경험이 있습니다. 기본적인 무기 훈련만 받은 일반인이었지만, 항상 경비 인력이 있었음에도 불구하고 위협 상황에 적극적으로 대처해야 했습니다.",moderate,dsl_00000023
"화자는 불안과 고독을 느끼며, 과거의 상처와 현재의 감정을 동시에 경험하고 있습니다. 밤에는 일시적으로 위안을 얻지만, 아침이 되면 다시 현실의 고통과 마주하게 됩니다.",severe,dsl_00000024
"한 연구에서 아동의 가족 문제와 자신감 부족이 주요 위험 요인으로 지적되었습니다. 또한, 성폭력 피해자에 대한 지원 강화의 필요성이 강조되었으며, 정신 건강 관리의 접근성과 질 개선이 중요하다고 언급되었습니다. 피해자를 지원하여 가해자를 책임을 묻는 것이 중요하다고 강조되었습니다.",minimum,dsl_00000025
"성적인 문제로 인해 극심한 불안을 느끼며, 학대를 당했는지 의문을 품고, 외상 후 스트레스 장애의 증상을 경험하고 있습니다. 예전보다 쉽게 화를 내는 경향이 있으며, 학대자가 되는 것을 두려워합니다.",severe,dsl_00000026
"어린 시절의 트라우마로 인해 생긴 두려움을 오랫동안 겪고 있으며, 치료 효과가 없을까 걱정하며 도움을 요청하고 있습니다.",severe,dsl_00000027
"11월 한 달 동안 가족에게 연달아 불행한 일들이 발생했다. 어머니의 교통사고, 할머니의 사망 등으로 인해 경제적인 어려움까지 겹쳐 힘든 시기를 보내고 있다.",mild,dsl_00000028
"8년 동안의 약혼 관계를 끝내고, 서로 합의 하에 헤어졌습니다. 이후 다른 사람과 교제하고 있습니다.",minimum,dsl_00000029
"끊임없는 두통과 심한 불안감으로 인해 매우 힘들어하고 있으며, 부정적인 생각 때문에 괴로워하고 있습니다.",moderate,dsl_00000030
"환자는 의사의 도움에 대해 깊은 감명을 받았으며, 자신의 어려움을 이해해주는 의사를 만나서 큰 위로를 받았다고 말했습니다. 환자는 다른 사람들에게도 자신에게 맞는 의사를 찾기 위해 노력할 것을 권장하고 있습니다.",severe,dsl_00000031
"자신의 상황을 합리화하려는 시도가 있으며, 성공과 실패에 대한 인식이 불일치하다고 느낍니다. 해군 생활에 대한 생각과 업무에 집중하는 경향에 대해 이야기하고 있습니다.",moderate,dsl_00000032
"화자는 좋은 남자가 없다고 느끼며, 남성과의 관계보다 혼자 있는 것을 선호한다고 말합니다. 다른 사람들도 비슷한 경험을 했는지, 그리고 감정이 바뀌었는지 질문합니다.",mild,dsl_00000033
학위를 마치기 위해 재정적인 지원을 간절히 요청하는 글입니다. 이전 실수를 만회하고 학업을 계속하기 위해 도움을 구하고 있습니다.,minimum,dsl_00000034
"자녀가 경제적인 어려움에 대해 이야기하면, 부모는 자녀를 비난하고 극복하라고 말합니다. 부모는 과거에는 자녀가 어렸을 때부터 독립적으로 살았다고 생각하며, 현재 자녀의 독립적인 생활을 이상하게 여깁니다.",severe,dsl_00000035
"본 연구는 심각하고 지속적인 정신 질환을 겪는 사람들의 자기 옹호 활동이 자기 비하와 삶의 만족도에 미치는 영향을 조사합니다. 연구 결과는 정신 질환을 겪는 사람들의 삶의 만족도를 높이는 데 도움이 될 수 있는 전략을 파악하는 데 사용될 것입니다. 설문조사는 약 15~25분 정도 소요되며, 한 번만 참여할 수 있습니다.",mild,dsl_00000036
"어떤 사람이 술을 권유했고, 마신 후 갑자기 취기가 올라왔습니다. 그 사람은 택시를 불러주고, 자신의 집으로 데려가 피자를 함께 먹었습니다.",minimum,dsl_00000037
"두 달 동안 연락이 끊긴 상황에 대해 외로움, 슬픔, 답답함을 느끼고 있습니다. 이전에는 다툼이 없었기 때문에, 상대방이 화가 난 것이 아닌 상황입니다.",mild,dsl_00000038
"상대방과의 관계에서 극심한 감정 변화를 겪고 있으며, 자신의 행동으로 인해 상대방에게 상처를 준 것에 대해 죄책감을 느끼고 있습니다. 하지만, 다른 사람과의 관계보다는 혼자 있는 것을 선호합니다.",severe,dsl_00000039
"17세의 여성이 약물 재활 시설에 있는 남성과 정신 병원에서 만나, 남성이 그녀를 납치하여 도주했습니다. 그녀는 임신하여 결혼했고, 아이는 조산으로 태어났지만 건강하게 자랐습니다.",minimum,dsl_00000040
"특정 문제로 인해 불안감이 심해지고, 그로 인해 실수를 반복하게 되는 상황이 지속되고 있습니다. 이전보다 증상이 악화되어, 가족과의 대화조차 어려울 정도입니다.",severe,dsl_00000041
기차역에서 노숙자 여성을 보고 돈을 건네준 경험에 대해 이야기하고 있습니다. 화자는 공적인 망신과 어색한 상황을 두려워하는 경향이 있다고 언급했습니다.,minimum,dsl_00000042
"반려견이 당뇨병 진단을 받아 입원 중이며, 치료비가 많이 들어 어려움을 겪고 있습니다. 경제적인 어려움과 이사 문제까지 겹쳐 치료비 마련을 위한 모금 활동을 시작했습니다.",minimum,dsl_00000043
특정 공포증은 특정 대상이나 상황에 대한 과도한 공포를 유발하는 불안 장애의 한 유형입니다. 강박 장애와 외상 후 스트레스 장애도 불안 장애에 속합니다.,mild,dsl_00000044
"봄 방학 동안 특별한 활동 없이 휴식을 취했지만, 오히려 스트레스가 심해지는 경험을 했다고 한다. 과거에는 휴가를 즐겼지만, 현재는 휴식이 스트레스를 가중시키는 상황이다.",mild,dsl_00000045
"전국 각지의 사람들의 이야기를 통해 서로에 대한 이해를 높이고 공감대를 형성하는 프로젝트에서, 정신 건강 인식의 달을 맞아 정신 질환을 겪는 사람들의 이야기를 다루고자 합니다. 인터뷰 참여를 희망하는 경우, DM으로 연락을 요청하며, 인터뷰에 참여하면 성함이 기사에 공개됩니다.",moderate,dsl_00000046
"화자는 과거의 경험으로 인해 자신의 판단력을 의심하고, 학대 피해자라는 사실에 괴로워하며, 앞으로도 불안감을 느낄 것 같다고 토로하고 있습니다.",severe,dsl_00000047
"특정 프로그램은 경제적으로 어려운 상황에 처한 장애인, 노인, 또는 건강이 좋지 않은 사람들에게 무료 치과 치료를 제공합니다. 이 프로그램은 자원 봉사 치과 의사 및 연구소 네트워크를 통해 운영되며, 신청 자격은 경제적 어려움과 특정 장애 요건을 충족하는 것입니다.",minimum,dsl_00000048
"건강 상태가 양호했지만, 식량 부족과 염분 부족으로 인해 근육 경련이 심했고, 밤에도 높은 기온으로 인해 제대로 잠을 잘 수 없었습니다. 땀을 흘리며 잠을 청하는 상황이 반복되었습니다.",minimum,dsl_00000049
"4년간의 관계를 끝낸 후, 상대방은 이사를 갔고, 그 전날 폭력적인 행동을 했습니다. 관계는 대체로 좋았지만, 술에 취해 언어적 학대를 하는 등의 문제가 있었습니다.",minimum,dsl_00000050
"작년에 남자친구와 스키 여행을 함께 가기로 계획했지만, 남자친구가 친구들의 계획 변경으로 인해 함께 가지 못하게 되었다는 사실을 알게 되어 힘들어하고 있습니다.",severe,dsl_00000051
"밤에 불을 켜두고 생활하며, 불안과 공포를 느끼고 있습니다. 일상생활에서 예민함을 느끼고, 불안감이 지속적으로 나타나 힘든 시간을 보내고 있습니다.",moderate,dsl_00000052
"두 번째 출산 과정에서, 산모는 골반뼈 기능 장애로 인해 통증을 겪었고, 이로 인해 지팡이를 사용해야 했습니다. 출산 후에도 통증이 지속되어 물리 치료를 받았지만 효과가 불확실했습니다.",moderate,dsl_00000053
"아이가 있는 부부에서 남편이 잠시 아이를 돌봐주기로 하여, 아내는 다른 일을 하고 남편은 아이와 함께 시간을 보내고 있다. 잠든 남편 때문에 아이가 위험한 상황에 처할 뻔했다.",minimum,dsl_00000054
"상대방이 화가 나서 말을 하지 않고, 결국 모든 것을 포기하겠다는 말을 했다.",minimum,dsl_00000055
"한 남성이 여자친구와 흡연 문제로 갈등을 겪고 있습니다. 여자친구는 흡연 자체에 대해 부정적인 감정을 가지고 있으며, 남성이 흡연하는 상황에 불안감을 느낍니다. 남성은 여자친구의 감정을 이해하려고 노력했지만, 여자친구는 명확한 이유를 설명하지 못하고 있습니다. 남성은 여자친구와의 관계를 유지하고 싶지만, 흡연 문제로 인해 어려움을 겪고 있습니다.",minimum,dsl_00000056
"임신과 출산 후 정신 건강 문제와 더불어 불치병인 결합 조직 질환 진단을 받았습니다. 질병의 원인을 파악하고 증상을 관리하며 새로운 현실에 적응하는 과정에서 어려움을 겪었지만, 건강하고 지지적인 관계를 유지하며 어려움을 극복해 나가고 있습니다.",minimum,dsl_00000057
"특정 옷을 입을 때 혈전이 생긴 것 같은 증상으로 불편함을 느끼고 있으며, 수면 부족과 어지러움으로 인해 고통을 겪고 있습니다. 여행을 즐기고 싶지만, 현재 상태 때문에 매우 힘들어하고 있습니다.",moderate,dsl_00000058
"화자는 성폭력으로 인한 외상 후 스트레스 장애를 겪고 있으며, 최근 특정 사건 이후 힘든 시간을 보내고 있습니다. 특히, 가족 구성원 중 한 명이 특정 인물을 비난하는 발언을 하는 것을 듣고 더욱 힘든 하루를 보냈습니다.",minimum,dsl_00000059
"글쓴이는 악몽으로 인해 일상생활에 어려움을 겪고 있으며, 전문가의 도움을 받으려고 하지만 비슷한 어려움을 겪는 사람들을 찾고 있습니다. 현재 상황에 대한 고민과 앞으로의 방향에 대한 불확실함을 표현하고 있습니다.",severe,dsl_00000060
"자신이 동성애자일 가능성에 대해 아버지와 주교에게 이야기하려 했지만, 아버지로부터 거절당하고 주교에게 심문받는 상황을 겪었습니다.",severe,dsl_00000061
"화자는 예의 바르게 행동했지만, 상대방이 예의에 어긋나는 행동을 하자 자신의 의견을 분명히 밝혔습니다. 상대방은 화자가 드레스를 제대로 정리하지 않은 것에 대해 지적했고, 화자는 유모차에 아이를 태우고 있었다는 점을 언급하며 불쾌감을 느꼈습니다.",minimum,dsl_00000062
"사소한 일들로 인해 공황 발작을 겪고, 건강 불안으로 인해 다른 사람의 말에 상처받는 경험을 하고 있다.",severe,dsl_00000063
"수업 시간에 집중하기 어렵고 주변을 끊임없이 살피며, 다른 사람들과의 대화가 어색하게 느껴집니다. 동료와 선생님들 앞에서 긴장하며, 선생님과 튜터가 불편해하는 것 같아 불안감이 더욱 심해졌습니다.",severe,dsl_00000065
"글쓴이는 잠자리에 들기 전, 작은 어려움 하나만 겪고 내일을 잘 보낼 수 있기를 희망하며, 받은 응원과 격려에 감사하며 앞으로 나아가겠다는 의지를 표현했습니다.",moderate,dsl_00000066
"쌍둥이 여동생과의 관계가 좋지 않아 함께 시간을 보내기 어렵고, 그 이유를 설명하기 어렵다고 토로하고 있습니다. 두 사람은 성격이 매우 다르다고 합니다.",minimum,dsl_00000067
"직장에서 안전하다고 느끼지 못하고, 소통하며 성장할 수 없는 상황에서 계속 근무하는 것에 대한 고민이 있습니다. 업무를 완료하는 데 어려움을 겪고 있으며, 그 원인을 파악하고 있습니다. 과거에는 꼼꼼하다는 평가를 받기도 했습니다.",moderate,dsl_00000068
"여름 동안 많은 양의 카페인을 섭취했고, ADHD 치료를 위해 약물을 복용했으나, 현재는 혈압 상승과 가슴 통증으로 인해 약물 복용을 중단했습니다. 심장내과 진료를 받기 전 여러 검사를 예정하고 있으며, 젊은 나이에 흉통이 나타나는 것에 대해 우려하고 있습니다.",minimum,dsl_00000069
"글쓴이는 다른 사람의 어려움을 언급하는 이야기에 힘들어하며, 자신도 우울증을 겪고 있다고 말합니다. 다른 사람들의 글을 읽으며 자신의 상황이 나쁘지 않을 수도 있다고 생각하지만, 마음속의 이야기를 털어놓고 싶어 합니다.",minimum,dsl_00000070
"20대 초반의 청년이 부모님과 함께 살면서 취업 준비에 어려움을 겪고 있으며, 부모님의 압박과 끊임없는 채용 정보 제안에도 불구하고 취업에 계속 실패하고 있다.",mild,dsl_00000071
"어렸을 때 겪은 충격적인 사건으로 인해 정신적인 상처를 입었고, 그 후로도 비슷한 상황에 쉽게 불안을 느끼거나 극도의 스트레스를 받습니다. 좋아하는 취미에 대한 글을 읽는 것조차 조심해야 할 정도로 트라우마가 심각하며, 그 일로 인해 계속 힘들어하고 있습니다.",mild,dsl_00000072
"어떤 상황에 대해 혼란스러움을 느끼며, 그 상황이 괜찮았는지, 그리고 어떻게 대처해야 할지 고민하고 있습니다.",minimum,dsl_00000073
"소셜 활동에 어려움을 겪고 있으며, 친구를 사귀기 위해 노력했지만 대부분의 제안이 거절당했습니다. 과거의 소극적인 태도와 지나치게 노력하는 모습이 원인일 수 있다고 생각하며, 친구를 사귀는 방법에 대한 조언을 구하고 있습니다.",mild,dsl_00000074
"어떤 여성이 술에 취해 다른 남성에 대한 불만을 토로하며, 엉뚱한 복수 계획을 세웠다. 그녀는 다른 사람에게 차를 몰아달라고 강요했고, 거절당하자 다른 위험한 행동을 하겠다고 협박했다.",minimum,dsl_00000075
"그녀는 도움이 필요한 사람들을 돕는 데서 큰 보람을 느끼며, 주변 사람들에게 많은 사랑을 받고 있습니다. 그녀는 부유한 동네에 집을 사는 것을 꿈꾸고 있습니다.",minimum,dsl_00000076
"평소와 다른 모습으로 면접 장소에 도착했지만, 거리에서 구걸하는 것이 생각보다 어려웠고, 사람들의 반응은 좋지 않았습니다.",mild,dsl_00000077
"잠을 잘 못 자는 증상이 나타난 후, 밤에 불안감을 느끼고 잠자리에 들기 전에도 불편함과 심장 두근거림을 경험하고 있습니다. 매일 증상이 조금씩 다르게 나타납니다.",moderate,dsl_00000078
"애완동물을 잃은 사람이 슬픔을 표현하며, 반려동물을 화장하는 것에 대한 경제적인 어려움을 토로하고 있습니다.",mild,dsl_00000079
"업무 환경에서 부정적인 사람들과의 관계 때문에 지속적으로 부정적인 생각에 사로잡히는 어려움을 겪고 있습니다. 현실 감각 유지 기법으로도 생각 관리에 어려움을 느끼며, 생각에서 벗어나거나 부정적인 생각과의 논쟁을 피하는 방법에 대한 조언을 구하고 있습니다.",minimum,dsl_00000080
"어려운 상황 속에서, 화자는 상대방에게 여러 번 중단 요청을 했지만, 상대방은 괴로워하며 자살에 대한 이야기를 자주 했습니다. 학교에서 매일 편지를 주고받았는데, 상대방의 편지는 마치 연애 편지처럼 느껴졌지만, 화자는 이를 단순한 우정으로 여겼습니다.",minimum,dsl_00000081
어떤 장소에 대한 글을 적어달라는 요청입니다. 작성자는 최소 100개의 글을 모으는 것을 목표로 하고 있습니다.,minimum,dsl_00000082
"대학 졸업 후 직업에 집중했지만, 최근 1년간 온라인 데이트를 통해 적극적으로 새로운 사람을 만나려고 노력하고 있습니다. 최근 2.5개월 동안 3번의 데이트를 했습니다.",minimum,dsl_00000083
"어떤 사람이 다쳐서 꿰매는 치료를 받았습니다. 그 사람의 부모님은 남자친구를 매우 좋아하며, 남자친구와 자주 어울립니다. 하지만 그 사람은 남자친구 가족으로부터 소외감을 느끼고, 체중 증가로 인해 남자친구의 아버지에게 부정적인 시선을 받았다고 느꼈습니다.",severe,dsl_00000084
"어렸을 때는 활발했지만, 시간이 지나면서 불안 증상을 겪기 시작했고, 대학교 생활에서도 어려움을 겪었습니다. 간단한 일도 힘들어했습니다.",mild,dsl_00000085
"오랜 시간 동안 관계를 맺었던 상대방의 어머니로부터 갑작스럽고 심각한 모욕을 받아 극심한 불안을 느꼈다. 이전 상담사의 도움을 받아 상황을 해결하려 했지만, 효과가 있을지 의문이다.",mild,dsl_00000086
"네 명의 자녀를 키우는 한 여성이 남편의 학대 문제로 인해 혼자 생활하며 경제적으로 매우 어려운 상황에 처해 있습니다. 전기 요금이 연체되어 오늘 전기 공급이 중단될 예정이며, 절박한 심정으로 도움을 요청하고 있습니다.",minimum,dsl_00000087
"과거에 가벼운 관계였던 사람이 우연히 재회했고, 전 남자친구와의 관계가 틀어졌다는 사실을 알게 된 후 편안하게 대화를 나누게 되었다. 이후 술에 취해 관계를 갖게 되었다.",minimum,dsl_00000088
"남편의 친구가 어려운 상황에 처해 있으며, 도움을 필요로 합니다.",minimum,dsl_00000089
"두 사람은 관계를 정리하고 완전히 연락을 끊은 상태입니다. 한쪽은 상대방에 대한 애정을 표현하지만, 관계를 유지하는 것보다 거리를 두는 것이 좋다고 판단했습니다. 글쓴이는 이별의 아픔을 극복하기 위한 조언을 구하고 있습니다.",minimum,dsl_00000090
"자신의 삶에 대한 부정적인 생각과 걱정으로 인해 불안감을 느끼고, 자존감이 낮아지는 상황을 겪고 있습니다. 이러한 부정적인 생각은 일상생활에도 영향을 미쳐 스트레스를 유발합니다.",severe,dsl_00000091
"30대 초반의 사람이 1년 전에 집을 샀지만 아직 이사하지 못하고, 오랫동안 우울증을 앓고 있어 부모님과 함께 살고 있는 상황에 대한 문의입니다.",mild,dsl_00000092
"상대방의 이메일을 통해 과거 남자친구와의 관계에 대한 내용이 담겨 있었고, 이는 상대방이 자신보다 다른 남성에 더 큰 성적 매력을 느꼈을 가능성을 시사하게 만들었다. 이로 인해 관계의 어려움에 대한 새로운 해석이 생겨났다.",severe,dsl_00000093
"19세의 사용자가 처음으로 글을 올리며, 몇 달 전부터 갑자기 심한 불안감을 느끼게 되었다고 합니다. 관계 문제와 건강에 대한 불안이 원인으로 보이며, 증상을 검색했던 것이 잘못이었다고 회고합니다.",minimum,dsl_00000094
"간단한 호흡법을 통해 마음을 진정시킬 수 있습니다. 복식 호흡을 통해 호흡에 집중하고, 손의 움직임을 느끼면서 호흡 횟수를 세는 것이 도움이 됩니다.",minimum,dsl_00000095
"1개월 동안 공장에서 일하고 있으며, 육체적으로 힘든 업무를 수행하고 있습니다. 허리 디스크 수술 후 회복 중이며, 고용주에게 허리 부상 사실을 알렸습니다.",minimum,dsl_00000096
"새로운 안경을 착용하고 검사를 받았으며 약을 복용했지만, 집중력 문제가 해결되지 않았습니다. 특정 상황에서는 집중이 잘 안 되지만, 다른 때에는 많은 일을 할 수 있습니다.",severe,dsl_00000097
"과거에 화자는 다른 사람에게 장난을 치거나 놀렸을 때, 그 사람은 화자를 때렸고, 화자는 그 사람을 존경했습니다. 화자는 어떤 아이도 그런 경험을 겪어서는 안 된다고 생각하며, 과거의 경험이 현재에도 영향을 미치고 있다고 말합니다.",minimum,dsl_00000098
글쓴이는 과거 학대를 받으면서 상대방으로부터 기억을 부정당하고 가스라이팅을 당했던 경험에 대해 이야기하고 있습니다. 상대방은 학대 상황을 부정하며 글쓴이의 기억력을 문제 삼았습니다.,severe,dsl_00000099
"화자는 상대방이 새로운 사람에게 친절하게 대하는 모습을 보고, 과거 상대방에게 영향을 받아 스스로에 대해 부정적인 생각을 갖게 되었음을 이야기합니다. 현재 데이트 중인 사람 앞에서 불안함을 느꼈다고 합니다.",minimum,dsl_00000100
"결혼을 앞둔 친구가 마음에 드는 드레스를 구했지만, 가격 때문에 고민하고 있습니다. 드레스 구매 비용을 지원하는 경품 행사에 참여 중이며, 투표가 얼마 남지 않았습니다.",minimum,dsl_00000101
"트라우마 생존자들은 불안이나 우울증이 나타날 때 수치심을 느끼기 쉽습니다. 과거의 상처로 인해 자신이 부족하다고 느끼고, 충분한 사랑을 받지 못했다는 생각을 하며 살아갑니다. 그들은 기본적인 인간의 권리가 박탈당했다는 느낌을 받습니다.",mild,dsl_00000102
"어린 시절, 화를 내면 소지품을 버리게 하거나 폭언을 들었습니다. 심한 경우, 신체적으로 학대받기도 했습니다. 학대는 새벽 시간까지 이어지기도 했습니다.",minimum,dsl_00000103
"어떤 사람이 과거의 사건으로 인해 어려움을 겪고 있으며, 그로 인해 관계에 어려움이 있을 수 있다는 내용입니다. 더 이상의 상처를 피하기 위해 상대방을 이해하고자 하는 의지를 표현하고 있습니다.",mild,dsl_00000104
"어린이로부터 억지로 분리되어 어려운 상황에 처한 사람이 극심한 불안감과 절망감을 느끼며, 과거의 잘못을 되짚어보고 죽음에 대한 생각을 하기도 합니다.",severe,dsl_00000105
"모교에 감사하며, 건강하게 앞으로 나아가고 사랑을 간직하며 살아갈 수 있는 방법, 그리고 더 건강한 관계를 맺는 방법에 대한 조언을 구하고 있습니다.",minimum,dsl_00000106
"10대 청소년이 학교 외에는 집에만 있으며, 주로 유튜브 시청을 합니다. 사회 불안으로 인해 친구들과의 관계에서 어려움을 느끼고, 우울감과 외로움을 호소하며, 비슷한 어려움을 겪는 사람이 있는지 질문합니다.",mild,dsl_00000107
"26세 여성분이 가슴에 이전과는 다른 이상한 느낌을 느끼고 있으며, 건강에 위험한 상황일까 걱정하고 있습니다.",severe,dsl_00000108
"한 여성분이 4년 동안 남자친구와 좋은 관계를 유지하고 있으며, 남자친구의 친구가 한 곳에 정착하지 못하는 것 같다고 이야기하고 있습니다.",minimum,dsl_00000109
"어떤 남자가 계속해서 한 여성에게 집착하고, 그녀가 파괴하는 것을 치워주며, 자신의 꿈을 포기하는 상황입니다. 주변 사람들은 그가 행복했던 과거로 돌아가기를 바랍니다.",minimum,dsl_00000110
"한 남성이 아버지의 사망에 대해 이야기하고 있습니다. 아버지는 평생 알코올 중독으로 고생했으며, 가족과의 관계가 좋지 않았습니다. 남성은 아버지의 죽음을 슬퍼하고 있지만, 장례식에는 참석하지 않기로 결정했습니다. 그는 아버지와의 좋은 기억들을 떠올리고 싶어하며, 부정적인 기억들을 떠올리고 싶지 않다고 말합니다.",minimum,dsl_00000111
"상담을 받은 경험에 대해 긍정적인 이야기를 찾고 있습니다. 6주 전에 술에 취해 심각한 우울증과 자살 충동을 느꼈고, 여러 상담 기관에 연락했습니다.",severe,dsl_00000112
"어려움을 겪는 사람들에게 희망을 주는 것이 중요하며, 커뮤니티에서 받은 조언에 감사하다는 내용입니다.",minimum,dsl_00000113
"팔에 심각한 문제가 있어 수술이 필요한 상황이지만, 경제적인 어려움으로 수술을 받기 어렵습니다. 장애 수당을 받을 수 있는지 알아보고, 다른 가능한 해결책을 찾고 있습니다.",minimum,dsl_00000114
"최근 학교를 옮겼지만, 우울한 감정이 심해지고 있으며, 주로 업무를 미루는 습관 때문에 그렇습니다. 대학교 1학년 때에는 노력했지만, 현재는 의욕을 잃고 있습니다.",mild,dsl_00000115
